;index;Unnamed: 0.1;Unnamed: 0;mode;price;pbeach;ppier;pboat;pcharter;cbeach;cpier;cboat;ccharter;income
713;713;713;713;beach;21.87;21.87;21.87;72.9;91.4;0.2537;0.1498;0.2339;0.6288;5416.6667
714;714;714;714;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.2339;0.6288;2916.6666
715;715;715;715;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.0233;0.0219;2916.6666
716;716;716;716;charter;56.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0897;1.0905;5416.6667
717;717;717;717;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0025;0.0108;0.2377;3749.9999
718;718;718;718;charter;59.87;132.64;132.64;24.87;59.87;0.0678;0.0789;0.0897;1.0905;6250.0013
719;719;719;719;charter;44.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0559;0.6456;2083.3332
720;720;720;720;boat;32.9;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
721;721;721;721;charter;62.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0102;0.0209;7083.3317
722;722;722;722;boat;33.87;180.64;180.64;33.87;68.87;0.0678;0.0789;0.0559;0.6456;8750.001
723;723;723;723;charter;42.37;130.416;130.416;12.87;42.37;0.0678;0.0503;0.0016;0.1176;2916.6666
724;724;724;724;boat;21.87;221.616;221.616;21.87;51.37;0.0678;0.0503;0.0143;0.0289;5416.6667
725;725;725;725;pier;36.87;36.87;36.87;122.9;141.4;0.2537;0.1498;0.2339;0.6288;9583.3357
726;726;726;726;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0052;0.0732;0.1726;4583.332
727;727;727;727;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0789;0.0102;0.0209;2916.6666
728;728;728;728;pier;30.87;30.87;30.87;102.9;121.4;0.2537;0.1498;0.2339;0.6288;7916.6663
729;729;729;729;boat;27.87;282.416;282.416;27.87;57.37;0.0678;0.0503;0.0143;0.0289;7083.3317
730;730;730;730;boat;21.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0559;0.6456;5416.6667
731;731;731;731;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
732;732;732;732;charter;56.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0897;1.0905;5416.6667
733;733;733;733;boat;27.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0559;0.6456;7083.3317
734;734;734;734;pier;18.87;18.87;18.87;62.9;81.4;0.2537;0.1498;0.0233;0.0219;4583.332
735;735;735;735;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
736;736;736;736;boat;18.87;100.64;100.64;18.87;53.87;0.0678;0.0025;0.0108;0.2377;4583.332
737;737;737;737;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
738;738;738;738;charter;72.632;6.87;6.87;47.632;72.632;0.2537;0.1498;0.6817;2.3014;1249.9998
739;739;739;739;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
740;740;740;740;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0789;0.0102;0.0209;2916.6666
741;741;741;741;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0102;0.0209;3749.9999
742;742;742;742;beach;18.87;18.87;18.87;62.9;81.4;0.2537;0.1498;0.2339;0.6288;4583.332
743;743;743;743;charter;45.37;160.816;160.816;15.87;45.37;0.0678;0.0052;0.0732;0.1726;3749.9999
744;744;744;744;pier;15.87;15.87;15.87;52.9;71.4;0.2537;0.1498;0.0233;0.0219;3749.9999
745;745;745;745;boat;9.87;100.016;100.016;9.87;39.37;0.0678;0.0503;0.0143;0.0289;2083.3332
746;746;746;746;pier;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.0233;0.0219;2083.3332
747;747;747;747;pier;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
748;748;748;748;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
749;749;749;749;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.2339;0.6288;2916.6666
750;750;750;750;charter;44.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0559;0.6456;2083.3332
751;751;751;751;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.0233;0.0219;2916.6666
752;752;752;752;boat;33.87;180.64;180.64;33.87;68.87;0.0678;0.0789;0.0102;0.0209;8750.001
753;753;753;753;charter;41.87;36.64;36.64;6.87;41.87;0.0678;0.0789;0.0559;0.6456;1249.9998
754;754;754;754;boat;9.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0897;1.0905;2083.3332
755;755;755;755;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0102;0.0209;3749.9999
756;756;756;756;beach;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
757;757;757;757;boat;27.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0102;0.0209;7083.3317
758;758;758;758;charter;44.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0102;0.0209;2083.3332
759;759;759;759;beach;15.87;15.87;15.87;52.9;71.4;0.2537;0.1498;0.2339;0.6288;3749.9999
760;760;760;760;boat;42.87;228.64;228.64;42.87;77.87;0.0678;0.0789;0.0102;0.0209;11250.001
761;761;761;761;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0789;0.0559;0.6456;2916.6666
762;762;762;762;charter;44.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0559;0.6456;2083.3332
763;763;763;763;boat;15.87;160.816;160.816;15.87;45.37;0.0678;0.0503;0.0143;0.0289;3749.9999
764;764;764;764;boat;21.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0102;0.0209;5416.6667
765;765;765;765;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0897;1.0905;3749.9999
766;766;766;766;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.0233;0.0219;2916.6666
767;767;767;767;boat;21.87;221.616;221.616;21.87;51.37;0.0678;0.0503;0.1082;0.324;5416.6667
768;768;768;768;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0025;0.0108;0.2377;2916.6666
769;769;769;769;beach;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
770;770;770;770;pier;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.0233;0.0219;2916.6666
771;771;771;771;pier;3.87;3.87;3.87;12.9;31.4;0.2537;0.1498;0.2339;0.6288;416.66668
772;772;772;772;charter;56.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0102;0.0209;5416.6667
773;773;773;773;charter;50.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0559;0.6456;3749.9999
774;774;774;774;beach;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.0233;0.0219;2083.3332
775;775;775;775;pier;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.0233;0.0219;2083.3332
776;776;776;776;charter;70.988;43.74;43.74;52.488;70.988;0.2537;0.1498;0.2339;0.6288;5416.6667
777;777;777;777;charter;84.74;107.77;107.77;49.74;84.74;0.0678;0.0789;0.0559;0.6456;6250.0013
778;778;778;778;boat;42.77;78.30199999999999;78.30199999999999;42.77;77.77;0.5333;0.0069;0.0361;0.4216;2083.3332
779;779;779;779;charter;90.74;120.77;120.77;55.74;90.74;0.0678;0.0789;0.0897;1.0905;7083.3317
780;780;780;780;charter;78.74;94.77;94.77;43.74;78.74;0.0678;0.0025;0.0108;0.2377;5416.6667
781;781;781;781;charter;72.74;81.77;81.77;37.74;72.74;0.0678;0.0789;0.0559;0.6456;4583.332
782;782;782;782;charter;61.24;134.366;134.366;31.74;61.24;0.0678;0.0503;0.1082;0.324;3749.9999
783;783;783;783;charter;60.74;55.77;55.77;25.74;60.74;0.0678;0.0789;0.0102;0.0209;2916.6666
784;784;784;784;boat;43.74;94.77;94.77;43.74;78.74;0.0678;0.0789;0.0897;1.0905;5416.6667
785;785;785;785;pier;43.74;43.74;43.74;52.488;70.988;0.2537;0.1498;0.2339;0.6288;5416.6667
786;786;786;786;boat;43.74;94.77;94.77;43.74;78.74;0.0678;0.0789;0.0559;0.6456;5416.6667
787;787;787;787;charter;72.74;81.77;81.77;37.74;72.74;0.0678;0.0789;0.0102;0.0209;4583.332
788;788;788;788;charter;84.74;107.77;107.77;49.74;84.74;0.0678;0.0789;0.0559;0.6456;6250.0013
789;789;789;789;charter;55.24;108.966;108.966;25.74;55.24;0.0678;0.0503;0.0143;0.0289;2916.6666
790;790;790;790;pier;25.74;25.74;25.74;30.888;49.388000000000005;0.2537;0.1498;0.0082;0.0044;2916.6666
791;791;791;791;boat;25.74;108.966;108.966;25.74;55.24;0.0678;0.0052;0.0732;0.1726;2916.6666
792;792;792;792;charter;78.74;94.77;94.77;43.74;78.74;0.0678;0.0789;0.0102;0.0209;5416.6667
793;793;793;793;beach;125.902;125.902;125.902;68.77;103.77;0.5333;0.4522;0.2413;1.0266;3749.9999
794;794;794;794;charter;66.74;68.77;68.77;31.74;66.74;0.0678;0.0789;0.0897;1.0905;3749.9999
795;795;795;795;boat;37.74;159.766;159.766;37.74;67.24;0.0678;0.0503;0.0143;0.0289;4583.332
796;796;796;796;charter;72.74;81.77;81.77;37.74;72.74;0.0678;0.0025;0.0108;0.2377;4583.332
797;797;797;797;boat;31.74;68.77;68.77;31.74;66.74;0.0678;0.0025;0.0108;0.2377;3749.9999
798;798;798;798;charter;84.74;107.77;107.77;49.74;84.74;0.0678;0.0789;0.0559;0.6456;6250.0013
799;799;799;799;boat;43.74;94.77;94.77;43.74;78.74;0.0678;0.0025;0.0108;0.2377;5416.6667
800;800;800;800;boat;13.74;29.77;29.77;13.74;48.74;0.0678;0.0789;0.0559;0.6456;1249.9998
801;801;801;801;boat;25.74;108.966;108.966;25.74;55.24;0.0678;0.0503;0.0143;0.0289;2916.6666
802;802;802;802;boat;6.87;42.594;42.594;6.87;41.87;0.0678;0.0789;0.0102;0.0209;1249.9998
803;803;803;803;charter;47.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0559;0.6456;2916.6666
804;804;804;804;boat;9.87;115.808;115.808;9.87;39.37;0.0678;0.0503;0.0143;0.0289;2083.3332
805;805;805;805;boat;24.87;154.194;154.194;24.87;59.87;0.0678;0.0789;0.0897;1.0905;6250.0013
806;806;806;806;charter;41.87;42.594;42.594;6.87;41.87;0.0678;0.0789;0.0559;0.6456;1249.9998
807;807;807;807;beach;24.87;24.87;24.87;107.77;126.27;0.2537;0.1498;0.0082;0.0044;6250.0013
808;808;808;808;charter;45.37;186.208;186.208;15.87;45.37;0.0678;0.0052;0.0732;0.1726;3749.9999
809;809;809;809;charter;44.87;61.194;61.194;9.87;44.87;0.0678;0.0789;0.0559;0.6456;2083.3332
810;810;810;810;pier;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.2339;0.6288;2916.6666
811;811;811;811;charter;47.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0559;0.6456;2916.6666
812;812;812;812;beach;27.87;27.87;27.87;120.77;139.27;0.2537;0.1498;0.2339;0.6288;7083.3317
813;813;813;813;charter;47.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0897;1.0905;2916.6666
814;814;814;814;boat;47.37;555.808;555.808;47.37;76.87;0.0678;0.0503;0.0143;0.0289;12499.998
815;815;815;815;boat;6.87;80.608;80.608;6.87;36.37;0.0678;0.0503;0.0143;0.0289;1249.9998
816;816;816;816;boat;39.87;467.8080000000001;467.8080000000001;39.87;69.37;0.0678;0.0503;0.0143;0.0289;10416.666
817;817;817;817;beach;36.87;36.87;36.87;159.77;178.27;0.2537;0.1498;0.2339;0.6288;9583.3357
818;818;818;818;beach;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.0082;0.0044;2916.6666
819;819;819;819;beach;6.87;6.87;6.87;29.77;48.27;0.2537;0.1498;0.0233;0.0219;1249.9998
820;820;820;820;charter;39.37;115.808;115.808;9.87;39.37;0.0678;0.0503;0.1082;0.324;2083.3332
821;821;821;821;beach;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.2339;0.6288;2916.6666
822;822;822;822;boat;24.87;154.194;154.194;24.87;59.87;0.0678;0.0789;0.0102;0.0209;6250.0013
823;823;823;823;boat;18.87;116.994;116.994;18.87;53.87;0.0678;0.0789;0.0102;0.0209;4583.332
824;824;824;824;beach;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.2339;0.6288;2916.6666
825;825;825;825;pier;3.87;3.87;3.87;16.77;35.27;0.2537;0.1498;0.0233;0.0219;416.66668
826;826;826;826;charter;59.87;154.194;154.194;24.87;59.87;0.0678;0.0789;0.0559;0.6456;6250.0013
827;827;827;827;beach;30.87;30.87;30.87;133.77;152.27;0.2537;0.1498;0.0233;0.0219;7916.6663
828;828;828;828;pier;3.87;3.87;3.87;16.77;35.27;0.2537;0.0014;0.0626;0.2773;416.66668
829;829;829;829;charter;56.87;135.594;135.594;21.87;56.87;0.0678;0.0789;0.0102;0.0209;5416.6667
830;830;830;830;charter;53.87;116.994;116.994;18.87;53.87;0.0678;0.0789;0.0102;0.0209;4583.332
831;831;831;831;charter;53.87;116.994;116.994;18.87;53.87;0.0678;0.0789;0.0897;1.0905;4583.332
832;832;832;832;boat;47.37;555.808;555.808;47.37;76.87;0.0678;0.0052;0.0732;0.1726;12499.998
833;833;833;833;charter;53.87;116.994;116.994;18.87;53.87;0.0678;0.0789;0.0102;0.0209;4583.332
834;834;834;834;boat;33.87;209.99400000000003;209.99400000000003;33.87;68.87;0.0678;0.0789;0.0102;0.0209;8750.001
835;835;835;835;boat;15.87;98.394;98.394;15.87;50.87;0.0678;0.0789;0.0559;0.6456;3749.9999
836;836;836;836;boat;9.87;115.808;115.808;9.87;39.37;0.0678;0.0503;0.0143;0.0289;2083.3332
837;837;837;837;charter;36.37;80.608;80.608;6.87;36.37;0.0678;0.0503;0.1082;0.324;1249.9998
838;838;838;838;charter;47.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0102;0.0209;2916.6666
839;839;839;839;beach;24.87;24.87;24.87;107.77;126.27;0.2537;0.1498;0.0233;0.0219;6250.0013
840;840;840;840;boat;12.87;151.00799999999998;151.00799999999998;12.87;42.37;0.0678;0.0503;0.1082;0.324;2916.6666
841;841;841;841;boat;21.87;256.608;256.608;21.87;51.37;0.0678;0.0503;0.0143;0.0289;5416.6667
842;842;842;842;boat;15.87;98.394;98.394;15.87;50.87;0.0678;0.0789;0.0559;0.6456;3749.9999
843;843;843;843;pier;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.2339;0.6288;2916.6666
844;844;844;844;beach;21.87;21.87;21.87;94.77;113.27;0.2537;0.1498;0.0233;0.0219;5416.6667
845;845;845;845;boat;9.87;115.808;115.808;9.87;39.37;0.0678;0.0503;0.1082;0.324;2083.3332
846;846;846;846;charter;56.87;135.594;135.594;21.87;56.87;0.0678;0.0789;0.0102;0.0209;5416.6667
847;847;847;847;charter;56.87;135.594;135.594;21.87;56.87;0.0678;0.0789;0.0559;0.6456;5416.6667
848;848;848;848;pier;24.87;24.87;24.87;107.77;126.27;0.2537;0.1498;0.2339;0.6288;6250.0013
849;849;849;849;charter;47.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0897;1.0905;2916.6666
850;850;850;850;boat;3.87;23.994;23.994;3.87;38.87;0.0678;0.0789;0.0559;0.6456;416.66668
851;851;851;851;charter;50.87;98.394;98.394;15.87;50.87;0.0678;0.0789;0.0102;0.0209;3749.9999
852;852;852;852;boat;18.87;221.408;221.408;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
853;853;853;853;charter;78.196;12.87;12.87;53.196000000000005;78.196;0.2537;0.1498;0.6817;2.3014;2916.6666
854;854;854;854;boat;6.87;80.608;80.608;6.87;36.37;0.0678;0.0052;0.0732;0.1726;1249.9998
855;855;855;855;boat;21.87;256.608;256.608;21.87;51.37;0.0678;0.0503;0.0143;0.0289;5416.6667
856;856;856;856;boat;6.87;80.608;80.608;6.87;36.37;0.0678;0.0503;0.0143;0.0289;1249.9998
857;857;857;857;pier;12.87;12.87;12.87;55.77;74.27;0.2537;0.1498;0.2339;0.6288;2916.6666
858;858;858;858;charter;140.808;115.808;115.808;115.808;140.808;0.0678;0.0503;0.2601;0.5391;2083.3332
859;859;859;859;beach;15.87;15.87;15.87;68.77;87.27;0.2537;0.1498;0.2339;0.6288;3749.9999
860;860;860;860;boat;33.87;397.408;397.408;33.87;63.37;0.0678;0.0503;0.0143;0.0289;8750.001
861;861;861;861;boat;12.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0102;0.0209;2916.6666
862;862;862;862;charter;41.87;42.594;42.594;6.87;41.87;0.0678;0.0789;0.0559;0.6456;1249.9998
863;863;863;863;boat;21.87;256.608;256.608;21.87;51.37;0.0678;0.0503;0.1082;0.324;5416.6667
864;864;864;864;pier;3.87;3.87;3.87;16.77;35.27;0.2537;0.1498;0.0233;0.0219;416.66668
865;865;865;865;pier;21.87;21.87;21.87;94.77;113.27;0.2537;0.1498;0.0233;0.0219;5416.6667
866;866;866;866;boat;12.87;79.794;79.794;12.87;47.87;0.0678;0.0789;0.0559;0.6456;2916.6666
867;867;867;867;boat;27.87;327.008;327.008;27.87;57.37;0.0678;0.0503;0.0143;0.0289;7083.3317
868;868;868;868;boat;3.87;45.408;45.408;3.87;33.37;0.0678;0.0503;0.0022;0.324;416.66668
869;869;869;869;boat;121.836;175.89;175.89;121.836;146.836;0.2537;0.1498;0.6817;2.3014;2916.6666
870;870;870;870;beach;31.144;31.144;31.144;70.532;105.532;0.5333;0.4522;0.0156;0.0058;1249.9998
871;871;871;871;boat;31.144;35.724000000000004;35.724000000000004;31.144;56.144;0.2537;0.1498;0.6817;2.3014;1249.9998
872;872;872;872;beach;121.836;121.836;121.836;203.346;238.346;0.5333;0.4522;0.0156;0.0058;2916.6666
873;873;873;873;charter;146.836;175.89;175.89;121.836;146.836;0.2537;0.1498;0.6817;2.3014;2916.6666
874;874;874;874;pier;93.436;93.436;93.436;155.946;190.946;0.5333;0.4522;0.2413;1.0266;2083.3332
875;875;875;875;boat;245.256;224.818;224.818;245.256;270.256;0.2537;0.1498;0.6817;2.3014;7083.3317
876;876;876;876;charter;164.65599999999998;128.018;128.018;139.656;164.65599999999998;0.2537;0.1498;0.6817;2.3014;3749.9999
877;877;877;877;charter;34.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.0531;0.0052;2083.3332
878;878;878;878;boat;3.87;22.446;22.446;3.87;28.87;0.2537;0.1498;0.7369;2.3101;416.66668
879;879;879;879;charter;37.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.6817;2.3014;2916.6666
880;880;880;880;boat;24.87;144.246;144.246;24.87;49.87;0.2537;0.1498;0.0531;0.0052;6250.0013
881;881;881;881;beach;9.87;9.87;9.87;121.73;156.73;0.5333;0.4522;0.2413;1.0266;2083.3332
882;882;882;882;charter;28.87;22.446;22.446;3.87;28.87;0.2537;0.1498;0.6817;2.3014;416.66668
883;883;883;883;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.7369;2.3101;2916.6666
884;884;884;884;beach;9.87;9.87;9.87;121.73;156.73;0.5333;0.4522;0.2413;1.0266;2083.3332
885;885;885;885;pier;18.87;18.87;18.87;232.73;267.73;0.5333;0.4522;0.2413;1.0266;4583.332
886;886;886;886;boat;27.87;161.64600000000002;161.64600000000002;27.87;52.87;0.2537;0.1498;0.0531;0.0052;7083.3317
887;887;887;887;charter;34.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.6817;2.3014;2083.3332
888;888;888;888;charter;43.87;109.446;109.446;18.87;43.87;0.2537;0.1498;0.0531;0.0052;4583.332
889;889;889;889;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.0531;0.0052;2916.6666
890;890;890;890;boat;3.87;22.446;22.446;3.87;28.87;0.2537;0.1498;0.6817;2.3014;416.66668
891;891;891;891;pier;3.87;3.87;3.87;47.73;82.73;0.5333;0.4522;0.2413;1.0266;416.66668
892;892;892;892;beach;3.87;3.87;3.87;47.73;82.73;0.5333;0.4522;0.2413;1.0266;416.66668
893;893;893;893;boat;9.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.6817;2.3014;2083.3332
894;894;894;894;boat;27.87;161.64600000000002;161.64600000000002;27.87;52.87;0.2537;0.1498;0.6817;2.3014;7083.3317
895;895;895;895;beach;15.87;15.87;15.87;195.73;230.73;0.5333;0.4522;0.0156;0.0058;3749.9999
896;896;896;896;pier;12.87;12.87;12.87;158.73;193.73;0.5333;0.4522;0.2413;1.0266;2916.6666
897;897;897;897;pier;9.87;9.87;9.87;121.73;156.73;0.5333;0.4522;0.2413;1.0266;2083.3332
898;898;898;898;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.0531;0.0052;2916.6666
899;899;899;899;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.7369;2.3101;2916.6666
900;900;900;900;boat;9.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.0531;0.0052;2083.3332
901;901;901;901;boat;57.246;176.34400000000002;176.34400000000002;57.246;86.74600000000001;0.0678;0.0503;0.0143;0.0289;2083.3332
902;902;902;902;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.6817;2.3014;2916.6666
903;903;903;903;pier;9.87;9.87;9.87;121.73;156.73;0.5333;0.4522;0.2413;1.0266;2083.3332
904;904;904;904;charter;37.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.6817;2.3014;2916.6666
905;905;905;905;pier;6.87;6.87;6.87;84.73;119.73;0.5333;0.4522;0.2413;1.0266;1249.9998
906;906;906;906;boat;6.87;39.846;39.846;6.87;31.87;0.2537;0.1498;0.0531;0.0052;1249.9998
907;907;907;907;charter;40.87;92.046;92.046;15.87;40.87;0.2537;0.1498;0.6817;2.3014;3749.9999
908;908;908;908;boat;92.046;283.54400000000004;283.54400000000004;92.046;121.546;0.0678;0.0503;0.0143;0.0289;3749.9999
909;909;909;909;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.6817;2.3014;2916.6666
910;910;910;910;boat;12.87;74.646;74.646;12.87;37.87;0.2537;0.1498;0.0531;0.0052;2916.6666
911;911;911;911;charter;34.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.6817;2.3014;2083.3332
912;912;912;912;charter;127.046;195.73;195.73;92.046;127.046;0.0678;0.0789;0.0559;0.6456;3749.9999
913;913;913;913;pier;9.87;9.87;9.87;121.73;156.73;0.5333;0.4522;0.2413;1.0266;2083.3332
914;914;914;914;boat;24.87;144.246;144.246;24.87;49.87;0.2537;0.1498;0.6817;2.3014;6250.0013
915;915;915;915;boat;24.87;144.246;144.246;24.87;49.87;0.2537;0.1498;0.6817;2.3014;6250.0013
916;916;916;916;boat;18.87;109.446;109.446;18.87;43.87;0.2537;0.1498;0.0531;0.0052;4583.332
917;917;917;917;boat;6.87;39.846;39.846;6.87;31.87;0.2537;0.1498;0.0531;0.0052;1249.9998
918;918;918;918;boat;9.87;57.246;57.246;9.87;34.87;0.2537;0.1498;0.0531;0.0052;2083.3332
919;919;919;919;beach;27.87;27.87;27.87;343.73;378.73;0.5333;0.4522;0.2413;1.0266;7083.3317
920;920;920;920;charter;40.87;92.046;92.046;15.87;40.87;0.2537;0.1498;0.6817;2.3014;3749.9999
921;921;921;921;boat;15.87;92.046;92.046;15.87;40.87;0.2537;0.1498;0.6817;2.3014;3749.9999
922;922;922;922;boat;213.86;15.095999999999998;15.095999999999998;213.86;248.86;0.5333;0.0069;0.0361;0.4216;4583.332
923;923;923;923;pier;7.896;7.896;7.896;111.86;146.86;0.5333;0.4522;0.0156;0.0058;2083.3332
924;924;924;924;beach;12.696;12.696;12.696;179.86;214.86;0.5333;0.4522;0.0051;1.0266;3749.9999
925;925;925;925;boat;5.496;32.976;32.976;5.496;30.496;0.2537;0.1498;0.7369;2.3101;1249.9998
926;926;926;926;boat;7.896;47.376000000000005;47.376000000000005;7.896;32.896;0.2537;0.1498;0.6817;2.3014;2083.3332
927;927;927;927;beach;19.896;19.896;19.896;281.86;316.86;0.5333;0.4522;0.2413;1.0266;6250.0013
928;928;928;928;boat;12.696;76.176;76.176;12.696;37.696;0.2537;0.1498;0.7369;2.3101;3749.9999
929;929;929;929;boat;7.896;47.376000000000005;47.376000000000005;7.896;32.896;0.2537;0.1498;0.7369;2.3101;2083.3332
930;930;930;930;boat;22.296;133.776;133.776;22.296;47.29600000000001;0.2537;0.1498;0.6817;2.3014;7083.3317
931;931;931;931;charter;35.296;61.776;61.776;10.296;35.296;0.2537;0.1498;0.6817;2.3014;2916.6666
932;932;932;932;boat;37.896;227.376;227.376;37.896;62.896;0.2537;0.1498;0.0531;0.0052;12499.998
933;933;933;933;beach;7.896;7.896;7.896;111.86;146.86;0.5333;0.4522;0.2413;1.0266;2083.3332
934;934;934;934;boat;15.095999999999998;90.576;90.576;15.095999999999998;40.096;0.2537;0.1498;0.7369;2.3101;4583.332
935;935;935;935;charter;40.096;90.576;90.576;15.095999999999998;40.096;0.2537;0.1498;0.6817;2.3014;4583.332
936;936;936;936;beach;15.095999999999998;15.095999999999998;15.095999999999998;213.86;248.86;0.5333;0.4522;0.2413;1.0266;4583.332
937;937;937;937;beach;10.296;10.296;10.296;145.86;180.86;0.5333;0.4522;0.2413;1.0266;2916.6666
938;938;938;938;charter;47.29600000000001;133.776;133.776;22.296;47.29600000000001;0.2537;0.1498;0.0531;0.0052;7083.3317
939;939;939;939;boat;10.296;61.776;61.776;10.296;35.296;0.2537;0.1498;0.7369;2.3101;2916.6666
940;940;940;940;boat;10.296;61.776;61.776;10.296;35.296;0.2537;0.1498;0.6817;2.3014;2916.6666
941;941;941;941;beach;15.095999999999998;15.095999999999998;15.095999999999998;213.86;248.86;0.5333;0.4522;0.2413;1.0266;4583.332
942;942;942;942;boat;5.496;32.976;32.976;5.496;30.496;0.2537;0.1498;0.6817;2.3014;1249.9998
943;943;943;943;boat;27.096;162.576;162.576;27.096;52.096;0.2537;0.1498;0.7369;2.3101;8750.001
944;944;944;944;boat;12.696;76.176;76.176;12.696;37.696;0.2537;0.1498;0.7369;2.3101;3749.9999
945;945;945;945;pier;77.86;77.86;77.86;115.874;144.874;0.0678;0.0789;0.0014;0.0029;1249.9998
946;946;946;946;beach;17.496;17.496;17.496;247.86;282.86;0.5333;0.4522;0.0156;0.0058;5416.6667
947;947;947;947;charter;35.296;61.776;61.776;10.296;35.296;0.2537;0.1498;0.6817;2.3014;2916.6666
948;948;948;948;boat;17.496;104.976;104.976;17.496;42.496;0.2537;0.1498;0.6817;2.3014;5416.6667
949;949;949;949;charter;32.896;47.376000000000005;47.376000000000005;7.896;32.896;0.2537;0.1498;0.6817;2.3014;2083.3332
950;950;950;950;boat;45.198;150.174;150.174;45.198;70.19800000000001;0.2537;0.1498;0.6817;2.3014;5416.6667
951;951;951;951;beach;26.598000000000003;26.598000000000003;26.598000000000003;172.458;207.458;0.5333;0.4522;0.2413;1.0266;2916.6666
952;952;952;952;charter;51.598;88.374;88.374;26.598000000000003;51.598;0.2537;0.1498;0.6817;2.3014;2916.6666
953;953;953;953;boat;38.998000000000005;129.57399999999998;129.57399999999998;38.998000000000005;63.998000000000005;0.2537;0.1498;0.6817;2.3014;4583.332
